Order ID,Year,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10255,2022,30-07-2022 00:00,03-08-2022 00:00,Standard Class,CUST-1255,Steven Smith,Corporate,United States,Moorehaven,Michigan,560,East,PROD-755,Clothing,Jacket,331.89,6,0.07,81.8
ORD-10256,2023,15-11-2022 00:00,17-11-2022 00:00,First Class,CUST-1256,Edward Perez,Home Office,United States,Quinnport,West Virginia,35419,West,PROD-756,Clothing,Jacket,447.24,2,0.48,61.63
ORD-10257,2022,31-05-2022 00:00,04-06-2022 00:00,First Class,CUST-1257,Kaitlyn Harris,Corporate,United States,Johnport,Pennsylvania,54707,South,PROD-757,Beauty,Face Cream,197.97,3,0.4,31.48
ORD-10258,2024,17-06-2024 00:00,25-06-2024 00:00,Second Class,CUST-1258,Andrew Smith,Consumer,United States,Douglasfurt,Maine,69593,West,PROD-758,Electronics,Smartphone,242.22,1,0.06,60.34
ORD-10259,2024,28-02-2024 00:00,07-03-2024 00:00,Second Class,CUST-1259,Vernon Johnson,Corporate,United States,Richardville,Indiana,89001,West,PROD-759,Books,Biography,65.14,4,0.46,9.32
ORD-10260,2022,21-12-2022 00:00,27-12-2022 00:00,First Class,CUST-1260,Heather Christensen,Home Office,United States,Port Joshua,Missouri,46760,South,PROD-760,Books,Mystery,106.66,3,0.16,23.74
ORD-10261,2022,29-01-2024 00:00,03-02-2024 00:00,Standard Class,CUST-1261,Paige Fletcher,Corporate,United States,West Anthonyborough,Michigan,13420,South,PROD-761,Beauty,Perfume,20.79,6,0.01,5.45
ORD-10262,2024,05-09-2022 00:00,15-09-2022 00:00,Same Day,CUST-1262,Danielle Craig,Consumer,United States,West Ianton,New York,65179,Central,PROD-762,Electronics,Laptop,125.01,5,0.09,30.15
ORD-10263,2022,16-12-2024 00:00,23-12-2024 00:00,First Class,CUST-1263,Rebecca Rogers,Consumer,United States,New Omar,New Hampshire,14358,Central,PROD-763,Books,Science Fiction,337.11,4,0.46,48.24
ORD-10264,2023,07-12-2022 00:00,08-12-2022 00:00,Standard Class,CUST-1264,Thomas Barron,Home Office,United States,Bryantmouth,Alabama,67579,West,PROD-764,Electronics,Smartphone,474.23,4,0.49,64.1
ORD-10265,2023,16-06-2024 00:00,22-06-2024 00:00,First Class,CUST-1265,Sarah Jackson,Home Office,United States,North Brenda,Tennessee,83902,East,PROD-765,Books,Biography,298.46,3,0.47,41.92
ORD-10266,2023,08-10-2022 00:00,18-10-2022 00:00,Standard Class,CUST-1266,Cody Watson,Home Office,United States,Nancychester,Mississippi,66926,East,PROD-766,Electronics,Smartphone,458.2,4,0.49,61.93
ORD-10267,2024,11-08-2024 00:00,15-08-2024 00:00,Same Day,CUST-1267,Kathleen Luna,Consumer,United States,Port Crystalberg,North Carolina,24869,Central,PROD-767,Beauty,Face Cream,438.72,1,0.27,84.88
ORD-10268,2023,14-07-2024 00:00,20-07-2024 00:00,Second Class,CUST-1268,Heather Washington,Home Office,United States,East Brandonmouth,North Carolina,9932,East,PROD-768,Beauty,Lipstick,219.81,6,0.5,29.13
ORD-10269,2023,05-06-2022 00:00,11-06-2022 00:00,Standard Class,CUST-1269,Matthew Serrano,Consumer,United States,East Andreaville,Arizona,22281,South,PROD-769,Books,Fiction,331.42,5,0.18,72.02
ORD-10270,2022,09-10-2024 00:00,14-10-2024 00:00,Same Day,CUST-1270,Todd Peters,Corporate,United States,Fitzgeraldchester,Vermont,15809,South,PROD-770,Electronics,Smartphone,192.93,8,0.32,34.77
ORD-10271,2024,08-08-2022 00:00,09-08-2022 00:00,Standard Class,CUST-1271,Jeffery Brown,Consumer,United States,Edwardshaven,Vermont,37187,Central,PROD-771,Books,Non-Fiction,271.23,3,0.27,52.47
ORD-10272,2022,19-10-2023 00:00,22-10-2023 00:00,Standard Class,CUST-1272,Pamela Foster,Corporate,United States,West Tammy,Maine,21061,Central,PROD-772,Electronics,Smartphone,416.56,4,0.02,108.19
ORD-10273,2023,14-07-2024 00:00,23-07-2024 00:00,Second Class,CUST-1273,Ariel Cruz,Corporate,United States,Colemanport,Iowa,24608,West,PROD-773,Home & Kitchen,Microwave,138.68,4,0.06,34.55
ORD-10274,2023,08-11-2024 00:00,14-11-2024 00:00,First Class,CUST-1274,Daniel Gutierrez Jr.,Home Office,United States,Owenbury,Arizona,63999,Central,PROD-774,Clothing,Jeans,380.99,4,0.35,65.63
ORD-10275,2023,22-01-2024 00:00,24-01-2024 00:00,Second Class,CUST-1275,Debra Smith,Corporate,United States,Carolynmouth,New Hampshire,9865,West,PROD-775,Books,Fiction,110.98,1,0.03,28.53
ORD-10276,2024,14-04-2023 00:00,16-04-2023 00:00,First Class,CUST-1276,Kendra Campbell,Home Office,United States,East Sandramouth,South Carolina,66407,Central,PROD-776,Home & Kitchen,Vacuum Cleaner,345.16,9,0.48,47.57
ORD-10277,2024,24-06-2024 00:00,26-06-2024 00:00,Standard Class,CUST-1277,Jennifer Gibbs,Corporate,United States,North Marc,North Dakota,51762,Central,PROD-777,Clothing,Hat,441.52,4,0.15,99.46
ORD-10278,2022,24-08-2023 00:00,02-09-2023 00:00,Second Class,CUST-1278,Erin Santos,Consumer,United States,New Michael,Louisiana,43252,West,PROD-778,Home & Kitchen,Microwave,14.45,4,0.23,2.95
ORD-10279,2022,30-03-2022 00:00,06-04-2022 00:00,Second Class,CUST-1279,Kelly Bell,Corporate,United States,Brandyfort,Mississippi,72024,South,PROD-779,Electronics,Tablet,101.43,2,0.02,26.34
ORD-10280,2024,25-10-2023 00:00,29-10-2023 00:00,Standard Class,CUST-1280,Michelle Johnson,Consumer,United States,Castillobury,Nebraska,1762,West,PROD-780,Beauty,Face Cream,278.85,5,0.41,43.6
ORD-10281,2022,23-02-2024 00:00,28-02-2024 00:00,First Class,CUST-1281,Travis Houston,Consumer,United States,North Juanburgh,Georgia,80897,Central,PROD-781,Clothing,Sneakers,485.55,4,0.45,70.77
ORD-10282,2022,13-06-2024 00:00,18-06-2024 00:00,First Class,CUST-1282,Daniel Edwards,Corporate,United States,Port Christinamouth,Wyoming,70421,Central,PROD-782,Beauty,Lipstick,133.04,4,0.41,20.8
ORD-10283,2023,01-07-2022 00:00,10-07-2022 00:00,Standard Class,CUST-1283,Michael Benson,Corporate,United States,South Nichole,California,2508,East,PROD-783,Electronics,Smartphone,136.02,3,0.46,19.47
ORD-10284,2023,28-06-2022 00:00,02-07-2022 00:00,Second Class,CUST-1284,Julie Smith,Corporate,United States,South Jenniferborough,Arkansas,51822,West,PROD-784,Home & Kitchen,Coffee Maker,281.97,3,0.23,57.54
ORD-10285,2022,17-04-2024 00:00,26-04-2024 00:00,Standard Class,CUST-1285,Stephen Cooper,Corporate,United States,East Scott,Connecticut,90917,Central,PROD-785,Electronics,Headphones,146.17,2,0.28,27.89
ORD-10286,2022,01-03-2022 00:00,02-03-2022 00:00,First Class,CUST-1286,Dylan Butler,Consumer,United States,New Michael,Wyoming,30247,East,PROD-786,Books,Biography,163.16,6,0.41,25.51
ORD-10287,2024,25-12-2023 00:00,28-12-2023 00:00,Standard Class,CUST-1287,Rachel King,Consumer,United States,Rachelport,Wisconsin,80862,Central,PROD-787,Books,Fiction,276.56,7,0.3,51.31
ORD-10288,2024,30-10-2023 00:00,08-11-2023 00:00,First Class,CUST-1288,Kristine Chapman,Consumer,United States,South Mackenziechester,New Mexico,79720,South,PROD-788,Home & Kitchen,Coffee Maker,405.33,6,0.18,88.09
ORD-10289,2022,13-12-2024 00:00,21-12-2024 00:00,Standard Class,CUST-1289,Lisa Molina,Consumer,United States,Michellefurt,South Carolina,61320,South,PROD-789,Clothing,T-shirt,401.86,8,0.41,62.84
ORD-10290,2022,21-07-2024 00:00,28-07-2024 00:00,Second Class,CUST-1290,Christopher Gibson,Corporate,United States,New Kevin,Rhode Island,7128,East,PROD-790,Home & Kitchen,Coffee Maker,201.12,1,0.33,35.71
ORD-10291,2024,04-11-2023 00:00,10-11-2023 00:00,Standard Class,CUST-1291,Brett Johnson,Corporate,United States,East Monica,Montana,23458,West,PROD-791,Clothing,Sneakers,326.01,8,0.35,56.16
ORD-10292,2023,03-07-2023 00:00,09-07-2023 00:00,Standard Class,CUST-1292,Denise Wright,Consumer,United States,West Duane,Pennsylvania,60035,South,PROD-792,Beauty,Face Cream,46.58,7,0.36,7.9
ORD-10293,2024,28-01-2024 00:00,01-02-2024 00:00,Same Day,CUST-1293,Robert Reyes,Consumer,United States,New Melissa,Arkansas,47584,Central,PROD-793,Beauty,Lipstick,413.53,3,0.17,90.96
ORD-10294,2024,06-12-2024 00:00,15-12-2024 00:00,Standard Class,CUST-1294,Shannon Morales DVM,Home Office,United States,New Maria,Kentucky,29891,Central,PROD-794,Electronics,Laptop,381.75,9,0.04,97.13
ORD-10295,2024,03-07-2023 00:00,08-07-2023 00:00,Second Class,CUST-1295,Lisa Raymond,Consumer,United States,Andrewbury,Nevada,43851,West,PROD-795,Home & Kitchen,Coffee Maker,19.04,7,0.33,3.38
ORD-10296,2024,30-01-2022 00:00,01-02-2022 00:00,Second Class,CUST-1296,Ryan Haney,Home Office,United States,New Tracyshire,West Virginia,49941,West,PROD-796,Books,Mystery,44.07,3,0.33,7.83
ORD-10297,2022,11-08-2023 00:00,19-08-2023 00:00,Same Day,CUST-1297,Donna Roman,Corporate,United States,Derrickberg,Ohio,32285,East,PROD-797,Books,Non-Fiction,293.36,7,0.26,57.53
ORD-10298,2022,25-10-2022 00:00,04-11-2022 00:00,Second Class,CUST-1298,Jennifer Swanson,Home Office,United States,Turnerton,Connecticut,56955,Central,PROD-798,Books,Mystery,401.86,2,0.35,69.23
ORD-10299,2024,09-01-2024 00:00,14-01-2024 00:00,First Class,CUST-1299,Kayla Butler,Home Office,United States,Donnatown,Rhode Island,64432,Central,PROD-799,Beauty,Perfume,433.47,3,0.07,106.84
ORD-10300,2023,12-12-2022 00:00,22-12-2022 00:00,Same Day,CUST-1300,Randall Davis,Home Office,United States,Port Erinville,New Jersey,24880,West,PROD-800,Beauty,Lipstick,210.24,3,0.37,35.1
ORD-10301,2023,23-08-2024 00:00,27-08-2024 00:00,Standard Class,CUST-1301,Jennifer Vazquez,Home Office,United States,Raymondmouth,Iowa,43291,West,PROD-801,Clothing,Sneakers,450.9,5,0.01,118.3
ORD-10302,2024,12-10-2023 00:00,21-10-2023 00:00,Standard Class,CUST-1302,William Johnston,Corporate,United States,Port Ianborough,Massachusetts,17895,South,PROD-802,Books,Mystery,218.63,9,0.38,35.92
ORD-10303,2024,07-12-2023 00:00,12-12-2023 00:00,First Class,CUST-1303,James Wright,Home Office,United States,Lake Mark,Texas,99888,West,PROD-803,Home & Kitchen,Toaster,285.84,1,0.39,46.21
ORD-10304,2024,12-10-2023 00:00,17-10-2023 00:00,Second Class,CUST-1304,Teresa Singleton,Home Office,United States,Reidmouth,North Carolina,19500,South,PROD-804,Books,Science Fiction,18.27,6,0.33,3.24
ORD-10305,2023,01-12-2022 00:00,11-12-2022 00:00,First Class,CUST-1305,Mitchell Khan,Home Office,United States,Stephanieside,Kentucky,98273,South,PROD-805,Beauty,Perfume,196.2,1,0.49,26.52
ORD-10306,2022,04-01-2022 00:00,10-01-2022 00:00,Second Class,CUST-1306,Rachel Beck,Consumer,United States,Kramerfort,North Carolina,38513,South,PROD-806,Electronics,Tablet,225.81,3,0.22,46.68
ORD-10307,2022,25-12-2022 00:00,01-01-2023 00:00,Same Day,CUST-1307,Kelly Jackson,Home Office,United States,Port Michelleshire,New Hampshire,40225,East,PROD-807,Electronics,Smartphone,136.25,4,0.45,19.86
ORD-10308,2022,05-01-2022 00:00,14-01-2022 00:00,Standard Class,CUST-1308,Marcus Davis,Corporate,United States,Kathleenview,Wyoming,94233,South,PROD-808,Home & Kitchen,Microwave,41.98,5,0.06,10.46
ORD-10309,2023,23-06-2024 00:00,24-06-2024 00:00,Second Class,CUST-1309,Jack Bell,Home Office,United States,South Trevorhaven,Mississippi,98521,Central,PROD-809,Beauty,Face Cream,356.07,7,0.33,63.23
ORD-10310,2023,30-06-2024 00:00,05-07-2024 00:00,Second Class,CUST-1310,Angela Allen,Consumer,United States,Lake Theresamouth,Nevada,18872,South,PROD-810,Beauty,Shampoo,421.39,3,0.17,92.69
ORD-10311,2022,28-09-2024 00:00,30-09-2024 00:00,Same Day,CUST-1311,Cheryl Shelton,Home Office,United States,West Connie,Missouri,21709,East,PROD-811,Home & Kitchen,Microwave,350.8,4,0.2,74.38
ORD-10312,2023,10-03-2022 00:00,19-03-2022 00:00,First Class,CUST-1312,Dawn Kidd,Consumer,United States,Jonesfurt,Illinois,79049,West,PROD-812,Clothing,Jeans,299.26,5,0.15,67.41
ORD-10313,2024,09-10-2022 00:00,14-10-2022 00:00,Standard Class,CUST-1313,Jennifer Mills,Home Office,United States,Scottfurt,Maine,96062,West,PROD-813,Electronics,Smartphone,150.14,8,0.03,38.6
ORD-10314,2024,07-10-2023 00:00,09-10-2023 00:00,Standard Class,CUST-1314,Mr. Sean Garcia,Home Office,United States,Erinburgh,New Jersey,36958,East,PROD-814,Electronics,Headphones,121.03,7,0.05,30.47
ORD-10315,2023,18-07-2022 00:00,27-07-2022 00:00,Same Day,CUST-1315,Matthew Stewart,Home Office,United States,Dudleybury,Mississippi,66611,Central,PROD-815,Home & Kitchen,Microwave,132.82,4,0.07,32.74
ORD-10316,2024,26-03-2023 00:00,30-03-2023 00:00,Same Day,CUST-1316,David Ford,Consumer,United States,New Michealshire,Illinois,28782,Central,PROD-816,Clothing,Hat,262,4,0.45,38.19
ORD-10317,2024,12-08-2023 00:00,20-08-2023 00:00,Second Class,CUST-1317,Lauren Turner,Consumer,United States,North Marthashire,Maine,70906,South,PROD-817,Electronics,Smartphone,295.01,3,0.45,43
ORD-10318,2024,07-09-2022 00:00,09-09-2022 00:00,Standard Class,CUST-1318,Ebony Sanchez,Home Office,United States,Alexandrahaven,Nevada,93268,East,PROD-818,Books,Biography,392.5,6,0.37,65.53
ORD-10319,2024,17-12-2024 00:00,27-12-2024 00:00,Same Day,CUST-1319,John Logan,Corporate,United States,Shermanmouth,South Carolina,8131,West,PROD-819,Electronics,Smartphone,457.07,5,0.04,116.29
ORD-10320,2024,13-06-2024 00:00,18-06-2024 00:00,First Class,CUST-1320,Raymond Gregory,Corporate,United States,South Adriennestad,Indiana,72875,Central,PROD-820,Books,Fiction,347.85,8,0.07,85.73
ORD-10321,2024,14-02-2023 00:00,17-02-2023 00:00,Standard Class,CUST-1321,Kenneth Jordan,Corporate,United States,Port Amyborough,Arizona,93354,South,PROD-821,Electronics,Headphones,28.73,3,0.45,4.19
ORD-10322,2023,09-11-2022 00:00,18-11-2022 00:00,First Class,CUST-1322,Patricia Whitehead,Home Office,United States,Millerview,Vermont,15811,West,PROD-822,Clothing,Sneakers,147.48,1,0.43,22.28
ORD-10323,2023,14-09-2023 00:00,22-09-2023 00:00,Second Class,CUST-1323,Dustin Gomez,Consumer,United States,Kellychester,South Carolina,22532,East,PROD-823,Beauty,Perfume,446.4,7,0.43,67.43
ORD-10324,2023,04-05-2023 00:00,11-05-2023 00:00,Second Class,CUST-1324,Daniel Harrington,Corporate,United States,Crosbyview,Iowa,81575,East,PROD-824,Books,Non-Fiction,130.67,9,0.24,26.32
ORD-10325,2023,24-10-2024 00:00,27-10-2024 00:00,Standard Class,CUST-1325,Lisa Doyle,Home Office,United States,Jessicaton,New Mexico,23749,East,PROD-825,Books,Fiction,275.25,1,0.28,52.52
ORD-10326,2024,19-10-2023 00:00,26-10-2023 00:00,Second Class,CUST-1326,Mrs. Bridget Cunningham,Corporate,United States,Jasonstad,Wyoming,87305,Central,PROD-826,Electronics,Laptop,59.14,1,0.24,11.91
ORD-10327,2024,01-07-2022 00:00,03-07-2022 00:00,Second Class,CUST-1327,Amy Riddle,Corporate,United States,Port Katieport,Illinois,33433,East,PROD-827,Electronics,Headphones,389.2,2,0.1,92.83
ORD-10328,2023,03-08-2024 00:00,11-08-2024 00:00,First Class,CUST-1328,Mrs. Mary Shannon DVM,Consumer,United States,New Sally,Alaska,46629,East,PROD-828,Home & Kitchen,Toaster,455.76,7,0.16,101.46
ORD-10329,2022,08-04-2023 00:00,10-04-2023 00:00,Second Class,CUST-1329,Bryce Davis,Corporate,United States,Barbaraton,Tennessee,98338,South,PROD-829,Clothing,Hat,267.65,2,0.08,65.26
ORD-10330,2022,07-05-2022 00:00,11-05-2022 00:00,Standard Class,CUST-1330,James Steele,Corporate,United States,Avilaport,Illinois,77885,West,PROD-830,Electronics,Smartwatch,140.25,4,0.08,34.2
ORD-10331,2023,23-10-2022 00:00,26-10-2022 00:00,Standard Class,CUST-1331,Kevin Alvarez,Home Office,United States,North Jorgebury,Oregon,28703,South,PROD-831,Electronics,Smartphone,24.01,4,0.23,4.9
ORD-10332,2024,24-12-2024 00:00,27-12-2024 00:00,First Class,CUST-1332,William Benson,Home Office,United States,Smithbury,Vermont,55820,East,PROD-832,Electronics,Headphones,186.12,2,0.33,33.05
ORD-10333,2023,27-02-2024 00:00,28-02-2024 00:00,Standard Class,CUST-1333,Amy Lynch,Home Office,United States,South Allisonburgh,Alabama,60037,South,PROD-833,Home & Kitchen,Microwave,288.82,9,0.19,62
ORD-10334,2024,23-04-2024 00:00,24-04-2024 00:00,Same Day,CUST-1334,Victoria Green,Consumer,United States,Harperburgh,Utah,91887,Central,PROD-834,Books,Science Fiction,145.42,3,0.46,20.81
ORD-10335,2024,09-07-2024 00:00,19-07-2024 00:00,First Class,CUST-1335,Shelley Huerta,Consumer,United States,East Patriciafort,Michigan,92944,South,PROD-835,Books,Biography,489.99,5,0.29,92.2
ORD-10336,2023,22-02-2024 00:00,03-03-2024 00:00,Same Day,CUST-1336,Benjamin Day,Home Office,United States,Lake Sabrinafort,New York,61805,Central,PROD-836,Books,Science Fiction,355.61,4,0.22,73.51
ORD-10337,2022,24-09-2022 00:00,27-09-2022 00:00,Same Day,CUST-1337,Drew Brown,Home Office,United States,Gabrielbury,Montana,55535,West,PROD-837,Clothing,Hat,470.27,7,0.25,93.47
ORD-10338,2023,19-10-2023 00:00,21-10-2023 00:00,Same Day,CUST-1338,Peter Rodriguez,Corporate,United States,Scottburgh,Michigan,40032,South,PROD-838,Books,Biography,336.7,3,0.27,65.14
ORD-10339,2024,06-09-2022 00:00,14-09-2022 00:00,Same Day,CUST-1339,Tammy Ewing,Home Office,United States,Lauriehaven,Wisconsin,41391,Central,PROD-839,Books,Fiction,416.72,7,0.06,103.81
ORD-10340,2024,06-07-2024 00:00,09-07-2024 00:00,Same Day,CUST-1340,Dr. Jeff Brandt,Consumer,United States,Webbshire,New Jersey,55697,East,PROD-840,Electronics,Smartwatch,173.35,5,0.13,39.97
ORD-10341,2023,27-02-2023 00:00,07-03-2023 00:00,First Class,CUST-1341,Brian Hall,Consumer,United States,Lake Larryberg,Ohio,26018,East,PROD-841,Beauty,Mascara,322.52,1,0.27,62.4
ORD-10342,2022,21-10-2022 00:00,28-10-2022 00:00,Same Day,CUST-1342,Wendy Norman,Home Office,United States,Alexandraville,Michigan,3091,West,PROD-842,Books,Mystery,135.73,2,0.44,20.14
ORD-10343,2022,09-04-2024 00:00,18-04-2024 00:00,First Class,CUST-1343,Linda Dennis,Consumer,United States,Paynehaven,North Carolina,23646,Central,PROD-843,Electronics,Tablet,44.4,8,0.1,10.59
ORD-10344,2022,14-07-2023 00:00,20-07-2023 00:00,Same Day,CUST-1344,Melanie Smith,Consumer,United States,Hillmouth,Colorado,90701,East,PROD-844,Books,Biography,316.38,2,0.32,57.02
ORD-10345,2022,27-02-2022 00:00,06-03-2022 00:00,Second Class,CUST-1345,Krista Grant,Consumer,United States,Port Donald,Ohio,23006,South,PROD-845,Home & Kitchen,Blender,110,7,0.02,28.57
ORD-10346,2022,17-01-2023 00:00,19-01-2023 00:00,Second Class,CUST-1346,Michael Martin,Corporate,United States,Ballview,Illinois,72272,South,PROD-846,Home & Kitchen,Microwave,310.32,4,0.07,76.48
ORD-10347,2023,10-12-2023 00:00,17-12-2023 00:00,Second Class,CUST-1347,James Baker,Consumer,United States,East James,Nebraska,4017,Central,PROD-847,Clothing,Jeans,267.9,7,0.38,44.02
ORD-10348,2022,26-12-2022 00:00,04-01-2023 00:00,Second Class,CUST-1348,Mark Gilbert,Home Office,United States,West Scott,North Carolina,76555,South,PROD-848,Books,Non-Fiction,255.48,6,0.41,39.95
ORD-10349,2023,25-09-2023 00:00,30-09-2023 00:00,Standard Class,CUST-1349,Christine Fletcher,Consumer,United States,Port Donnahaven,Kansas,42644,East,PROD-849,Clothing,Jacket,268.24,7,0.36,45.5
ORD-10350,2024,20-12-2024 00:00,21-12-2024 00:00,Same Day,CUST-1350,Lauren Taylor,Home Office,United States,Kaylaburgh,Pennsylvania,62792,East,PROD-850,Home & Kitchen,Microwave,35.61,6,0.18,7.74
ORD-10351,2022,29-09-2024 00:00,01-10-2024 00:00,Second Class,CUST-1351,Andrew Roberts Jr.,Consumer,United States,South Tylermouth,Michigan,98416,South,PROD-851,Electronics,Smartwatch,102.41,3,0.27,19.81
ORD-10352,2022,22-11-2022 00:00,27-11-2022 00:00,Same Day,CUST-1352,Julian Jones,Home Office,United States,South Lisa,Missouri,97897,West,PROD-852,Beauty,Shampoo,138.26,5,0.08,33.71
ORD-10353,2023,31-05-2024 00:00,05-06-2024 00:00,First Class,CUST-1353,William Myers,Corporate,United States,Bauerberg,Rhode Island,20650,West,PROD-853,Books,Biography,443.97,3,0.2,94.13
ORD-10354,2022,25-11-2023 00:00,29-11-2023 00:00,Standard Class,CUST-1354,Donald Smith,Home Office,United States,Port Matthewhaven,Missouri,60828,South,PROD-854,Electronics,Tablet,230.49,4,0.1,54.98
ORD-10355,2024,12-04-2023 00:00,22-04-2023 00:00,Same Day,CUST-1355,Thomas Wolfe,Corporate,United States,Williamsbury,Ohio,23158,South,PROD-855,Electronics,Headphones,304.66,2,0.35,52.48
ORD-10356,2024,05-03-2023 00:00,08-03-2023 00:00,Standard Class,CUST-1356,Robert Lee,Home Office,United States,East Julia,North Dakota,42625,South,PROD-856,Books,Mystery,486.61,6,0.3,90.27
ORD-10357,2024,29-11-2024 00:00,09-12-2024 00:00,Second Class,CUST-1357,Richard Smith,Corporate,United States,East Deborahview,North Carolina,28176,West,PROD-857,Home & Kitchen,Microwave,35.55,6,0.4,5.65
ORD-10358,2024,25-08-2022 00:00,01-09-2022 00:00,Same Day,CUST-1358,Nicole Smith,Corporate,United States,South Jason,Maryland,7403,East,PROD-858,Clothing,Sneakers,95.07,1,0.35,16.38
ORD-10359,2022,26-03-2022 00:00,30-03-2022 00:00,Second Class,CUST-1359,Jacob Kelly,Consumer,United States,Briannaland,Missouri,59340,South,PROD-859,Clothing,Jacket,318.08,2,0.32,57.32
ORD-10360,2023,23-08-2023 00:00,29-08-2023 00:00,First Class,CUST-1360,Patrick Owen,Consumer,United States,South Katherine,Missouri,92122,West,PROD-860,Electronics,Headphones,297.42,4,0.24,59.91
ORD-10361,2024,06-05-2023 00:00,08-05-2023 00:00,Second Class,CUST-1361,Stuart Harris,Consumer,United States,West Beverly,Nebraska,62359,South,PROD-861,Clothing,T-shirt,20.9,6,0.15,4.71
ORD-10362,2022,17-06-2024 00:00,26-06-2024 00:00,Same Day,CUST-1362,Tommy Lopez,Corporate,United States,Lake Jacobmouth,Texas,28598,West,PROD-862,Clothing,T-shirt,122.71,1,0.36,20.81
ORD-10363,2023,28-07-2022 00:00,05-08-2022 00:00,Same Day,CUST-1363,Laura Hernandez,Consumer,United States,East David,North Dakota,97190,West,PROD-863,Beauty,Perfume,102.23,9,0.03,26.28
ORD-10364,2023,07-11-2023 00:00,13-11-2023 00:00,Same Day,CUST-1364,Michael Ortiz,Consumer,United States,Leeborough,Alaska,78417,South,PROD-864,Beauty,Mascara,47.4,6,0.11,11.18
ORD-10365,2024,24-05-2022 00:00,30-05-2022 00:00,First Class,CUST-1365,Dana Cruz,Corporate,United States,West Douglasstad,Nevada,88577,Central,PROD-865,Clothing,Jacket,91.73,1,0.17,20.18
ORD-10366,2023,12-01-2023 00:00,22-01-2023 00:00,Same Day,CUST-1366,Benjamin Jones,Home Office,United States,Lake Alexview,Wisconsin,67078,West,PROD-866,Electronics,Smartwatch,165.52,7,0.19,35.53
ORD-10367,2023,04-07-2022 00:00,06-07-2022 00:00,Same Day,CUST-1367,Alison Johnson,Consumer,United States,Kimberlyville,Colorado,19324,East,PROD-867,Books,Non-Fiction,416.44,2,0.29,78.36
ORD-10368,2023,21-05-2023 00:00,31-05-2023 00:00,Second Class,CUST-1368,Vickie Mclaughlin,Consumer,United States,East Robert,Idaho,18395,South,PROD-868,Books,Science Fiction,337.84,6,0.25,67.15
ORD-10369,2022,18-11-2023 00:00,19-11-2023 00:00,Same Day,CUST-1369,Laura Shaw,Consumer,United States,Heatherfurt,Virginia,60568,South,PROD-869,Books,Biography,114.83,2,0.12,26.78
ORD-10370,2022,17-03-2024 00:00,20-03-2024 00:00,Same Day,CUST-1370,Richard Lee PhD,Corporate,United States,Lake Thomasmouth,South Dakota,98853,West,PROD-870,Home & Kitchen,Microwave,167.12,9,0.44,24.8
ORD-10371,2022,20-01-2022 00:00,25-01-2022 00:00,First Class,CUST-1371,Norman Perez,Consumer,United States,Lake Terrifort,Nebraska,35841,South,PROD-871,Home & Kitchen,Toaster,414.1,5,0.41,64.75
ORD-10372,2024,06-03-2023 00:00,11-03-2023 00:00,Same Day,CUST-1372,Christine Davis,Corporate,United States,Briggston,Tennessee,4105,West,PROD-872,Books,Mystery,408.75,9,0.18,88.83
ORD-10373,2022,02-04-2024 00:00,07-04-2024 00:00,Standard Class,CUST-1373,Shelby Allen,Consumer,United States,Port Susan,Louisiana,91023,East,PROD-873,Home & Kitchen,Vacuum Cleaner,190.11,1,0.06,47.36
ORD-10374,2023,02-03-2022 00:00,09-03-2022 00:00,Second Class,CUST-1374,Kyle Oliver,Home Office,United States,South Anthonybury,Connecticut,24971,East,PROD-874,Beauty,Shampoo,456.99,1,0.14,104.16
ORD-10375,2022,22-04-2024 00:00,02-05-2024 00:00,Standard Class,CUST-1375,Samantha Gonzalez,Corporate,United States,Steventown,North Carolina,3238,Central,PROD-875,Home & Kitchen,Toaster,225.61,4,0.41,35.28
ORD-10376,2023,02-07-2022 00:00,11-07-2022 00:00,Same Day,CUST-1376,Kayla Rios,Home Office,United States,West Javiermouth,Iowa,85921,East,PROD-876,Home & Kitchen,Coffee Maker,10.57,6,0.24,2.13
ORD-10377,2022,24-05-2024 00:00,03-06-2024 00:00,Second Class,CUST-1377,James Obrien,Home Office,United States,South Brucemouth,South Carolina,95757,East,PROD-877,Electronics,Laptop,84.82,3,0.27,16.41
ORD-10378,2022,17-06-2024 00:00,20-06-2024 00:00,Second Class,CUST-1378,Jennifer Nunez,Home Office,United States,Ramirezmouth,Alaska,64270,West,PROD-878,Electronics,Headphones,150.17,2,0.4,23.88
ORD-10379,2023,28-03-2024 00:00,02-04-2024 00:00,Standard Class,CUST-1379,Rebekah Palmer DVM,Home Office,United States,East Jessica,Florida,94893,Central,PROD-879,Books,Mystery,315.08,4,0.34,55.11
ORD-10380,2022,06-11-2022 00:00,07-11-2022 00:00,Second Class,CUST-1380,Douglas Hensley,Home Office,United States,Craigborough,Kansas,32335,South,PROD-880,Electronics,Laptop,21.58,2,0.32,3.89
ORD-10381,2023,11-10-2023 00:00,20-10-2023 00:00,Second Class,CUST-1381,Renee Gonzales,Corporate,United States,Larsonborough,Vermont,41622,West,PROD-881,Home & Kitchen,Blender,28.22,4,0.07,6.96
